City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Olafsvik,14,IS,1608171121,85,64.89,-23.71,1.99,10.28
Kamenka,7,RU,1608171121,97,51.32,42.77,-9.48,1.62
Arrondissement de Saint-Denis,100,FR,1608170941,93,48.92,2.33,10.0,2.6
Acapulco de Juárez,40,MX,1608171020,83,16.86,-99.89,26.0,2.6
Luxor,0,EG,1608170828,76,25.7,32.64,13.0,1.91
Yangi Marg`ilon,0,UZ,1608171121,79,40.43,71.72,-6.0,3.1
The Pas,1,CA,1608171122,84,53.83,-101.25,-16.0,2.6
Svetlaya,68,RU,1608171122,72,46.54,138.33,-13.39,4.29
Il'inskoye-Khovanskoye,90,RU,1608171122,92,56.97,39.77,-3.0,3.0
Arraial do Cabo,34,BR,1608170884,89,-22.97,-42.03,24.15,9.63
Pevek,61,RU,1608171122,91,69.7,170.31,-13.13,2.15
Lorengau,100,PG,1608171123,67,-2.02,147.27,30.44,2.8
Poum,98,NC,1608171123,64,-20.23,164.02,26.68,4.18
Viedma,0,AR,1608171123,58,-40.81,-63.0,16.11,0.45
Madison,90,US,1608171065,80,34.73,-86.57,2.78,4.1
Glens Falls,90,US,1608171087,67,43.31,-73.64,-7.78,2.6
Simões,45,BR,1608171123,58,-7.6,-40.82,25.45,1.51
Rawson,24,AR,1608171048,27,-43.3,-65.1,19.98,8.82
Viesīte,100,LV,1608171123,95,56.35,25.56,2.19,2.84
Itaperuna,100,BR,1608171124,93,-21.2,-41.89,23.03,0.9
Khovd,35,MN,1608171124,86,48.01,91.64,-19.34,0.48
Silver City,1,US,1608171124,40,32.77,-108.28,2.0,2.1
Huarmey,100,PE,1608171124,85,-10.07,-78.15,20.22,2.87
Bac Lieu,95,VN,1608171085,75,9.29,105.72,27.88,6.06
Broken Hill,17,AU,1608171124,37,-31.95,141.43,29.0,6.2
Norman Wells,40,CA,1608171124,74,65.28,-126.83,-33.0,1.5
Banyuwangi,14,ID,1608171125,64,-8.23,114.36,29.62,2.1
Ust'-Ishim,100,RU,1608171125,95,57.69,71.17,-6.5,4.03
Santa Isabel Rio Negro,1,BR,1608171125,94,-0.41,-65.02,23.92,1.25
Taos,1,US,1608171075,72,36.41,-105.57,-7.22,4.1
Bay Roberts,90,CA,1608171125,68,47.6,-53.26,-2.22,17.5
Aklavik,100,CA,1608171125,74,68.22,-135.01,-31.0,2.1
Codrington,99,AU,1608171125,84,-38.27,141.97,18.34,4.94
Zhigansk,17,RU,1608171126,81,66.77,123.37,-39.26,2.04
Koani,20,TZ,1608171126,88,-6.13,39.28,26.0,2.96
Halifax,91,CA,1608170943,72,44.65,-63.57,-7.22,3.13
Price,1,US,1608171126,68,39.6,-110.81,-4.0,2.6
San Miguel de Cozumel,5,MX,1608171126,94,20.51,-86.95,24.0,2.41
Dobryanka,86,RU,1608171126,85,58.46,56.42,-7.0,6.0
Oodweyne,0,SO,1608171126,41,9.41,45.06,16.37,5.04
Nushki,0,PK,1608171127,54,29.55,66.02,2.96,0.42
Érsekvadkert,100,HU,1608171127,94,48.0,19.2,3.33,0.83
Taber,46,CA,1608171127,92,49.82,-112.15,1.0,4.6
Kidal,0,ML,1608171127,26,18.44,1.41,19.35,1.27
Buraidah,40,SA,1608171127,100,26.33,43.98,14.0,3.6
Maseru,0,LS,1608171127,81,-29.32,27.48,15.76,1.97
Moengo,100,SR,1608171128,97,5.62,-54.4,23.14,0.91
Lundazi,100,ZM,1608171128,91,-12.29,33.18,18.12,1.85
Mersin Province,75,TR,1608171128,87,36.86,34.65,13.0,2.1
Westport,90,US,1608171041,85,41.14,-73.36,-3.89,10.8
Varhaug,75,NO,1608171128,87,58.61,5.65,8.0,7.7
Nioro,36,GM,1608171128,33,13.35,-15.75,21.13,3.68
Wanning,98,CN,1608171128,85,18.8,110.4,18.74,5.97
Manyana,0,BW,1608171128,67,-23.4,21.72,20.6,4.2
Maxixe,100,MZ,1608171129,82,-23.86,35.35,24.0,1.6
Muros,58,ES,1608171129,92,42.78,-9.06,10.56,3.08
Puerto Escondido,40,MX,1608171129,78,15.85,-97.07,25.0,1.5
Roald,100,NO,1608171129,70,62.58,6.13,7.0,2.6
St. George's,20,GD,1608171129,83,12.06,-61.75,26.0,3.1
Karibib,77,NA,1608171129,45,-21.93,15.83,21.74,1.26
Pangai,75,TO,1608171129,88,-19.8,-174.35,25.0,6.2
Woodbury,20,US,1608171129,79,42.38,-96.03,-3.89,4.1
Charters Towers,100,AU,1608171130,37,-20.1,146.27,34.68,1.05
Lerwick,100,GB,1608171130,81,60.15,-1.15,10.0,10.8
Sullia,0,IN,1608171002,83,12.57,75.38,24.0,2.1
Camaná,98,PE,1608170915,78,-16.62,-72.71,20.3,2.33
Mehamn,99,NO,1608171130,90,71.04,27.85,-4.93,3.63
Hongjiang,100,CN,1608171130,74,27.11,110.0,3.45,1.09
Mareeba,40,AU,1608171131,66,-17.0,145.43,32.78,4.6
Anderson,90,US,1608171131,93,34.53,-82.65,4.0,3.6
Kaupanger,100,NO,1608171131,98,61.18,7.24,3.33,1.35
Mabaruma,32,GY,1608171131,94,8.2,-59.78,23.56,1.41
Goundi,33,TD,1608171131,24,9.36,17.37,19.68,2.04
La Orilla,0,MX,1608171131,79,17.98,-102.23,23.22,0.93
Solnechnyy,95,RU,1608171132,81,50.72,136.63,-18.27,1.35
Carnduff,7,CA,1608171132,88,49.17,-101.8,-11.67,2.98
Bowmore,90,US,1608171132,93,34.94,-79.3,4.0,2.1
Xining,100,CN,1608170965,86,36.62,101.77,-10.19,0.91
Monroe,90,US,1608171132,85,43.15,-77.68,-3.89,4.1
Tahe,100,CN,1608171132,82,52.33,124.73,-19.85,2.63
Guerrero Negro,0,MX,1608170916,57,27.98,-114.06,13.78,1.69
Unecha,100,RU,1608171133,98,52.85,32.67,0.06,4.21
Opuwo,0,NA,1608171133,45,-18.06,13.84,17.45,0.86
Nabire,100,ID,1608170834,53,-3.37,135.48,32.24,1.8
Itaituba,95,BR,1608171133,76,-4.28,-55.98,23.68,0.6
Smithers,90,CA,1608171133,95,54.78,-127.17,0.0,1.0
Jinchang,13,CN,1608171133,83,38.5,102.17,-8.12,1.63
Olinda,40,BR,1608170928,69,-8.01,-34.86,26.0,2.1
Tucumã,100,BR,1608171133,90,-0.18,-50.05,25.15,2.93
Acarí,100,PE,1608171134,66,-15.43,-74.62,21.74,1.02
Oliveira dos Brejinhos,43,BR,1608171134,62,-12.32,-42.9,22.12,1.52
Chul'man,100,RU,1608171134,88,56.85,124.91,-24.79,2.54
Linxi,0,CN,1608171134,81,39.7,118.43,-5.77,3.1
Ryzdvyany,90,RU,1608171134,92,45.27,41.84,-2.0,3.0
Kodinsk,98,RU,1608171134,86,58.69,99.18,-24.82,2.0
Shubarshi,100,KZ,1608171135,95,48.59,57.19,-7.88,5.17
Trindade,0,BR,1608170953,61,-16.65,-49.49,27.0,3.6
Mbalmayo,40,CM,1608171135,100,3.52,11.5,22.0,1.0
Acajutla,41,SV,1608171135,95,13.59,-89.83,21.67,2.26
Gualaceo,75,EC,1608171135,87,-2.9,-78.78,15.0,1.5
Meïganga,82,CM,1608171135,27,6.52,14.3,18.39,2.2
Kīhei,40,US,1608171136,58,20.79,-156.47,28.0,9.3
Srednekolymsk,96,RU,1608171136,88,67.45,153.68,-27.71,4.55
Tommot,100,RU,1608171136,87,58.96,126.29,-22.0,4.01
São João da Barra,16,BR,1608171136,85,-21.64,-41.05,24.59,10.11
Shimoda,40,JP,1608171136,49,34.67,138.95,9.0,3.1
Ivaiporã,100,BR,1608171136,99,-24.25,-51.68,19.53,2.24
Bonfim,39,BR,1608171136,75,3.08,-59.95,26.03,2.72
Sinnamary,100,GF,1608171137,85,5.38,-52.95,25.83,4.4
Valkeala,75,FI,1608171137,89,60.94,26.8,1.0,4.6
Gelibolu,75,TR,1608171137,87,40.41,26.67,10.0,3.6
Hualmay,100,PE,1608171137,83,-11.1,-77.61,20.45,2.43
Phang Nga,40,TH,1608171137,83,8.45,98.53,27.0,1.0
Issia,99,CI,1608171137,96,6.49,-6.59,22.68,1.02
Tegul'det,100,RU,1608171138,94,57.31,88.17,-12.51,4.23
Seddon,13,AU,1608171138,51,-37.81,144.89,29.0,5.7
Krasnovishersk,100,RU,1608171138,96,60.41,57.08,-11.22,2.3
Galveston,1,US,1608171138,66,29.37,-94.97,10.0,6.2
Laguna,90,US,1608171138,71,38.42,-121.42,12.0,1.5
Sibu,40,MY,1608171138,88,2.3,111.82,26.0,1.5
Kemijärvi,22,FI,1608171138,94,66.71,27.43,-9.14,3.67
Rongcheng,90,CN,1608171139,53,30.63,117.85,6.67,2.85
Uray,95,RU,1608171139,96,60.12,64.78,-8.46,4.03
Killarney,41,IE,1608171139,88,52.05,-9.52,5.9,2.62
Bukama,100,CD,1608171139,95,-9.2,25.85,20.04,1.0
Severo-Kuril'sk,98,RU,1608171135,88,50.68,156.12,-0.15,4.4
Rawlins,1,US,1608171139,68,41.79,-107.24,-4.0,10.3
Mahajanga,20,MG,1608170959,94,-15.72,46.32,26.0,1.5
Portel,37,BR,1608171140,84,-1.94,-50.82,25.09,2.01
Caravelas,0,BR,1608171140,90,-17.71,-39.25,23.22,2.12
Kenitra,75,MA,1608171140,100,34.26,-6.58,11.0,2.6
Denpasar,20,ID,1608171140,79,-8.65,115.22,29.0,5.1
Ciudad Bolivar,93,VE,1608171140,75,8.12,-63.55,26.05,5.39
Makoshyne,100,UA,1608171140,99,51.46,32.34,-0.12,3.53
Joshīmath,0,IN,1608171140,40,30.57,79.57,0.05,3.03
Shingū,75,JP,1608171140,58,33.73,135.98,4.0,7.7
Włoszczowa,100,PL,1608171141,1,50.85,19.97,3.89,1.78
Imbituba,75,BR,1608171141,83,-28.24,-48.67,25.0,1.5
Ţalkhā,0,EG,1608171141,91,31.05,31.38,12.53,1.93
Ambovombe,18,MG,1608171141,84,-25.17,46.08,22.48,2.15
Rundu,100,NA,1608171141,78,-17.93,19.77,21.0,2.41
Jhunjhunūn,0,IN,1608171141,73,28.13,75.4,3.4,1.45
Telimele,5,GN,1608171141,45,10.92,-13.33,20.9,0.61
Sistranda,20,NO,1608171142,86,63.73,8.83,4.0,4.1
Davila,40,PH,1608171142,74,18.47,120.58,28.0,8.2
Departamento de Maldonado,0,UY,1608171142,59,-34.67,-54.92,18.0,2.6
Te Anau,87,NZ,1608171142,70,-45.42,167.72,16.26,0.52
Fomboni,3,KM,1608171142,71,-12.28,43.74,28.19,4.19
Jakar,0,BT,1608171142,65,27.55,90.75,3.81,0.46
Lompoc,1,US,1608171142,71,34.64,-120.46,13.0,2.6
Ferme-Neuve,51,CA,1608171143,71,46.7,-75.45,-16.0,2.6
Alice Springs,0,AU,1608171143,20,-23.7,133.88,38.33,6.7
Kon Tum,99,VN,1608171143,60,14.35,108.0,25.03,3.68
Santander,0,ES,1608171143,87,43.46,-3.8,10.56,3.1
Hīt,37,IQ,1608171143,76,33.64,42.83,12.86,0.59
Anadyr,40,RU,1608171143,78,64.75,177.48,-8.0,12.0
Mlonggo,40,ID,1608171143,78,-6.53,110.7,28.0,1.93
Kiruna,100,SE,1608171143,92,67.86,20.23,-7.0,2.1
Panabá,1,MX,1608171144,93,21.28,-88.27,21.79,2.49
Pouembout,85,NC,1608171144,57,-21.13,164.9,27.55,2.42
Lanzhou,100,CN,1608170907,51,36.06,103.79,-4.44,0.97
Madīnat Sittah Uktūbar,1,EG,1608171144,82,29.82,31.05,16.0,1.5
Freeport,90,US,1608170965,86,40.66,-73.58,-1.0,7.2
Henties Bay,1,NA,1608171144,90,-22.12,14.28,16.67,0.89
Saquarema,20,BR,1608171144,88,-22.92,-42.51,25.0,3.6
Bardsīr,0,IR,1608171145,63,29.92,56.57,-1.0,2.1
Thinadhoo,2,MV,1608171145,73,0.53,72.93,27.36,3.1
Vysokogornyy,98,RU,1608171145,86,50.12,139.15,-22.9,2.83
Gwadar,0,PK,1608171145,28,25.12,62.33,18.69,3.37
Ingleside,1,US,1608171145,66,27.88,-97.21,13.33,2.6
Prince Rupert,90,CA,1608171146,86,54.32,-130.32,6.0,2.1
Clyde River,1,CA,1608171146,83,70.47,-68.59,-22.0,1.0
Urengoy,100,RU,1608171146,93,65.97,78.37,-17.2,6.44
Naze,75,JP,1608171146,58,28.37,129.48,15.0,7.2
Hornepayne,99,CA,1608171146,96,49.21,-84.77,-6.55,4.12
Bonwapitse,100,BW,1608171146,91,-23.08,26.7,18.27,4.94
Sabang,100,ID,1608171146,83,5.89,95.32,26.31,6.58
Berdigestyakh,100,RU,1608171147,84,62.1,126.7,-33.7,1.78
Los Llanos de Aridane,0,ES,1608171147,77,28.66,-17.92,20.0,6.2
Carauari,44,BR,1608171147,92,-4.88,-66.9,23.18,0.77
Verkhnyaya Inta,94,RU,1608171147,94,65.98,60.31,-11.15,10.52
Edgewater,90,US,1608170848,100,28.99,-80.9,20.0,3.6
Oparino,100,RU,1608171147,97,59.85,48.28,-7.82,4.19
Nuevo Casas Grandes,0,MX,1608171147,36,30.42,-107.92,3.33,1.34
Oga,28,IT,1608171148,92,46.46,10.35,5.56,1.5
Lander,1,US,1608170856,82,42.83,-108.73,0.0,2.14
Nouadhibou,0,MR,1608171148,77,20.93,-17.03,18.0,10.8
Yajalón,75,MX,1608171148,83,17.23,-92.33,26.0,1.08
